City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Bestobe,KZ,2021-04-23 20:52:17,52.4994,73.0975,34.97,53,50,8.46,scattered clouds
261,Lasa,IT,2021-04-23 20:52:17,46.6166,10.7002,62.6,49,0,5.75,clear sky
262,Challapata,BO,2021-04-23 20:52:18,-18.9,-66.7667,54.32,30,79,7.65,broken clouds
263,Gigmoto,PH,2021-04-23 20:52:18,13.7796,124.39,77.67,85,97,3.83,overcast clouds
264,La Asuncion,VE,2021-04-23 20:52:18,11.0333,-63.8628,87.8,58,10,24.16,clear sky
265,Dzilam Gonzalez,MX,2021-04-23 20:52:19,21.2833,-88.9333,94.95,31,40,7.81,scattered clouds
266,Puerto Narino,CO,2021-04-23 20:52:19,-3.7703,-70.3831,84.2,79,75,5.75,broken clouds
267,Padre Bernardo,BR,2021-04-23 20:52:19,-15.35,-48.5,73.22,58,66,2.46,broken clouds
268,Abonnema,NG,2021-04-23 20:52:20,4.7084,6.7931,80.42,84,71,5.64,broken clouds
269,Mogzon,RU,2021-04-23 20:52:20,51.7435,111.9606,26.02,35,95,2.21,overcast clouds
270,Qostanay,KZ,2021-04-23 20:52:20,53.1667,63.5833,46.4,39,0,13.42,clear sky
271,Jatai,BR,2021-04-23 20:52:21,-17.8814,-51.7144,74.05,39,0,0.67,clear sky
272,Zalantun,CN,2021-04-23 20:52:21,48.0,122.7167,38.32,43,78,6.55,broken clouds
273,Fort Nelson,CA,2021-04-23 20:52:21,58.8053,-122.7002,33.8,47,75,8.05,broken clouds
274,Samarai,PG,2021-04-23 20:52:21,-10.6167,150.6667,82.71,78,100,11.01,overcast clouds
275,Mocuba,MZ,2021-04-23 20:52:22,-16.8392,36.9856,66.45,97,0,2.28,clear sky
276,Saint Anthony,US,2021-04-23 20:52:22,45.0205,-93.218,48.0,81,90,4.61,light rain
277,Usinsk,RU,2021-04-23 20:52:23,65.9939,57.5281,32.88,90,37,7.67,scattered clouds
278,Yar-Sale,RU,2021-04-23 20:52:23,66.8333,70.8333,34.34,99,100,11.05,overcast clouds
279,Tura,IN,2021-04-23 20:52:23,25.5198,90.2201,72.41,33,87,3.38,overcast clouds
280,La Ronge,CA,2021-04-23 20:52:23,55.1001,-105.2842,28.4,40,100,10.36,overcast clouds
281,Sarangani,PH,2021-04-23 20:52:24,5.4033,125.4636,83.32,75,75,14.74,broken clouds
282,Ponta Do Sol,PT,2021-04-23 20:52:24,32.6667,-17.1,57.99,83,47,1.99,scattered clouds
283,Chicama,PE,2021-04-23 20:52:24,-7.8447,-79.1469,66.2,82,40,11.5,fog
284,Ambulu,ID,2021-04-23 20:52:25,-8.345,113.6058,72.55,89,14,2.91,few clouds
285,Diveyevo,RU,2021-04-23 20:52:25,55.0433,43.2418,44.89,81,23,7.23,few clouds
286,Verkhnyaya Inta,RU,2021-04-23 20:52:25,65.9811,60.3094,35.58,91,95,9.91,overcast clouds
287,Guhagar,IN,2021-04-23 20:52:26,17.4842,73.1929,78.19,72,100,5.48,overcast clouds
288,Los Llanos De Aridane,ES,2021-04-23 20:52:26,28.6585,-17.9182,69.8,64,40,4.61,scattered clouds
289,Ardakan,IR,2021-04-23 20:52:27,32.31,54.0175,80.6,18,40,2.3,scattered clouds
290,Camalu,MX,2021-04-23 20:52:27,30.85,-116.0667,64.0,45,2,13.0,clear sky
291,Cape Canaveral,US,2021-04-23 20:51:07,28.4058,-80.6048,75.0,56,20,11.5,few clouds
292,Karlovo,BG,2021-04-23 20:52:27,42.6333,24.8,52.0,65,98,5.86,overcast clouds
293,Dalby,AU,2021-04-23 20:52:28,-27.1833,151.2667,33.8,86,0,5.75,clear sky
294,Kruisfontein,ZA,2021-04-23 20:52:28,-34.0033,24.7314,60.01,88,5,3.0,clear sky
295,Bonavista,CA,2021-04-23 20:52:28,48.6499,-53.1147,44.6,45,100,13.8,overcast clouds
296,Ergani,TR,2021-04-23 20:52:28,38.2653,39.7621,55.4,50,0,6.91,clear sky
297,Husavik,IS,2021-04-23 20:52:29,66.0449,-17.3389,46.4,76,0,4.61,clear sky
298,Mombaca,BR,2021-04-23 20:52:29,-5.7431,-39.6275,76.6,81,95,2.8,overcast clouds
299,Atambua,ID,2021-04-23 20:52:29,-9.1061,124.8925,70.79,86,37,4.54,scattered clouds
300,Saint-Pierre,RE,2021-04-23 20:52:30,-21.3393,55.4781,77.0,73,75,5.75,broken clouds
301,Cabedelo,BR,2021-04-23 20:52:30,-6.9811,-34.8339,80.6,89,40,11.5,scattered clouds
302,Esfarayen,IR,2021-04-23 20:52:30,37.0765,57.5101,57.2,82,90,11.5,overcast clouds
303,Marsaxlokk,MT,2021-04-23 20:52:31,35.8419,14.5431,59.0,88,20,16.11,few clouds
304,Ibimirim,BR,2021-04-23 20:52:31,-8.5406,-37.6903,81.81,53,5,12.01,clear sky
305,Grand Gaube,MU,2021-04-23 20:52:31,-20.0064,57.6608,78.01,79,99,4.0,overcast clouds
306,Alofi,NU,2021-04-23 20:52:32,-19.0595,-169.9187,80.6,94,40,4.61,scattered clouds
307,Kedougou,SN,2021-04-23 20:52:32,12.5579,-12.1743,93.61,17,54,6.02,broken clouds
308,Kavieng,PG,2021-04-23 20:52:32,-2.5744,150.7967,79.48,81,100,6.11,moderate rain
309,Vila Franca Do Campo,PT,2021-04-23 20:52:33,37.7167,-25.4333,59.0,72,40,17.27,scattered clouds
310,Yamethin,MM,2021-04-23 20:52:33,20.4333,96.15,80.38,58,25,7.31,scattered clouds
311,Aras,ES,2021-04-23 20:52:33,42.5617,-2.356,62.6,36,40,13.8,scattered clouds
312,Dubbo,AU,2021-04-23 20:52:34,-32.25,148.6167,35.6,93,100,3.44,overcast clouds
313,Arona,ES,2021-04-23 20:52:34,28.0996,-16.681,71.6,73,40,10.36,scattered clouds
314,Llanes,ES,2021-04-23 20:52:34,43.4198,-4.7549,64.99,56,25,5.12,scattered clouds
315,Djibo,BF,2021-04-23 20:52:35,14.1022,-1.6306,96.49,13,71,10.49,broken clouds
316,Maarianhamina,AX,2021-04-23 20:52:35,60.0973,19.9348,35.6,69,0,9.22,clear sky
317,Kashary,RU,2021-04-23 20:52:35,49.04,41.0056,50.76,72,100,7.94,light rain
318,Harqalah,TN,2021-04-23 20:52:36,36.0303,10.509,62.01,72,20,9.22,few clouds
319,Beringovskiy,RU,2021-04-23 20:52:36,63.05,179.3167,25.57,82,99,7.47,overcast clouds
320,Sarlat-La-Caneda,FR,2021-04-23 20:52:36,44.889,1.2166,55.0,63,45,3.2,scattered clouds
321,Adrar,MR,2021-04-23 20:52:37,20.5022,-10.0711,83.97,8,0,7.74,clear sky
322,Morgantown,US,2021-04-23 20:47:58,39.6295,-79.9559,57.2,30,40,12.66,scattered clouds
323,Nantucket,US,2021-04-23 20:52:37,41.2835,-70.0995,51.8,58,1,28.77,clear sky
324,Emba,KZ,2021-04-23 20:52:37,48.8264,58.1442,53.64,41,100,15.61,overcast clouds
325,Sorland,NO,2021-04-23 20:52:38,67.667,12.6934,33.8,75,40,13.8,scattered clouds
326,Cockburn Town,TC,2021-04-23 20:52:38,21.4612,-71.1419,82.4,65,40,9.22,scattered clouds
327,Touros,BR,2021-04-23 20:52:01,-5.1989,-35.4608,84.2,70,20,11.5,few clouds
328,Cidreira,BR,2021-04-23 20:52:38,-30.1811,-50.2056,70.61,77,1,17.85,clear sky
329,Palembang,ID,2021-04-23 20:52:39,-2.9167,104.7458,73.29,96,38,3.2,scattered clouds
330,Vao,NC,2021-04-23 20:52:39,-22.6667,167.4833,75.56,77,97,12.86,overcast clouds
331,Puerto Colombia,CO,2021-04-23 20:52:40,10.9878,-74.9547,86.0,66,20,14.97,few clouds
332,Port Lincoln,AU,2021-04-23 20:52:40,-34.7333,135.8667,58.75,75,74,3.8,broken clouds
333,Bandarbeyla,SO,2021-04-23 20:51:07,9.4942,50.8122,83.37,73,100,7.76,overcast clouds
334,Bundaberg,AU,2021-04-23 20:52:41,-24.85,152.35,61.0,77,85,8.05,overcast clouds
335,Lagoa,PT,2021-04-23 20:52:42,39.05,-27.9833,57.81,74,10,33.64,clear sky
336,Karratha,AU,2021-04-23 20:52:42,-20.7377,116.8463,75.24,26,0,9.89,clear sky
337,Santa Maria,BR,2021-04-23 20:52:43,-29.6842,-53.8069,82.4,39,20,8.05,few clouds
338,Ust-Koksa,RU,2021-04-23 20:52:43,50.2696,85.6108,22.62,91,100,2.55,overcast clouds
339,Promyshlennaya,RU,2021-04-23 20:52:43,54.9159,85.6385,33.8,34,0,8.95,clear sky
340,Lethem,GY,2021-04-23 20:52:44,3.3803,-59.7968,89.49,48,61,12.35,broken clouds
341,Grevesmuhlen,DE,2021-04-23 20:52:44,53.8667,11.1833,44.6,65,0,5.75,clear sky
342,Kargil,IN,2021-04-23 20:52:44,34.5667,76.1,24.62,46,1,4.38,clear sky
343,Bilma,NE,2021-04-23 20:52:45,18.6853,12.9164,91.45,9,36,9.73,scattered clouds
344,Biak,ID,2021-04-23 20:52:45,-0.9131,122.8766,76.51,80,100,3.67,overcast clouds
345,Tarnogskiy Gorodok,RU,2021-04-23 20:52:45,60.4997,43.5761,47.57,75,95,10.09,overcast clouds
346,Klaksvik,FO,2021-04-23 20:52:46,62.2266,-6.589,42.8,100,20,8.05,few clouds
347,Padang,ID,2021-04-23 20:52:46,-0.9492,100.3543,75.94,84,100,4.16,overcast clouds
348,Tiznit,MA,2021-04-23 20:52:46,29.5833,-9.5,60.78,62,63,6.24,broken clouds
349,Thompson,CA,2021-04-23 20:51:56,55.7435,-97.8558,26.6,54,90,13.8,light snow
350,Berlevag,NO,2021-04-23 20:52:47,70.8578,29.0864,30.2,74,20,8.05,light snow
351,Moindou,NC,2021-04-23 20:52:47,-21.6924,165.677,71.6,100,0,2.3,clear sky
352,Chumphon,TH,2021-04-23 20:52:47,10.3333,98.8333,73.67,90,99,2.95,overcast clouds
353,Magnor,SE,2021-04-23 20:52:48,59.9511,12.1996,35.01,55,18,9.22,few clouds
354,Megion,RU,2021-04-23 20:52:48,61.0296,76.1136,35.6,51,0,8.95,clear sky
355,Zhigansk,RU,2021-04-23 20:52:48,66.7697,123.3711,4.73,93,43,6.62,scattered clouds
356,Sakakah,SA,2021-04-23 20:52:49,29.9697,40.2064,78.8,11,0,9.22,clear sky
357,Lakatoro,VU,2021-04-23 20:52:49,-16.0999,167.4164,82.89,76,54,9.1,broken clouds
358,Bosaso,SO,2021-04-23 20:52:49,11.2842,49.1816,83.89,67,0,3.58,clear sky
359,Zelenoborskiy,RU,2021-04-23 20:52:49,66.845,32.3622,30.0,100,100,15.05,light snow
360,Yatou,CN,2021-04-23 20:52:50,37.15,122.3833,49.6,91,100,10.29,overcast clouds
361,Cacoal,BR,2021-04-23 20:52:50,-11.4386,-61.4472,80.42,86,15,2.89,few clouds
362,Vila Velha,BR,2021-04-23 20:48:52,-20.3297,-40.2925,78.8,65,20,5.75,few clouds
363,Dunedin,NZ,2021-04-23 20:52:51,-45.8742,170.5036,55.99,91,55,1.99,broken clouds
364,Boa Vista,BR,2021-04-23 20:52:51,2.8197,-60.6733,71.6,94,75,12.66,broken clouds
365,Kalach-Na-Donu,RU,2021-04-23 20:52:51,48.691,43.5264,48.2,81,0,8.95,clear sky
366,Richards Bay,ZA,2021-04-23 20:52:51,-28.783,32.0377,63.82,84,76,9.73,broken clouds
367,Knysna,ZA,2021-04-23 20:52:52,-34.0363,23.0471,59.0,100,90,3.44,mist
368,Naze,JP,2021-04-23 20:52:52,28.3667,129.4833,65.59,69,100,27.04,overcast clouds
369,Pangkalanbuun,ID,2021-04-23 20:48:22,-2.6833,111.6167,73.67,95,82,1.32,broken clouds
370,Gravdal,NO,2021-04-23 20:52:53,68.1214,13.5031,33.8,75,40,13.8,scattered clouds
371,Beachwood,US,2021-04-23 20:52:53,41.4645,-81.5087,59.0,38,75,16.11,broken clouds
372,Silver City,US,2021-04-23 20:52:53,32.7701,-108.2803,64.4,20,75,19.57,broken clouds
373,Mercedes,AR,2021-04-23 20:52:54,-34.6515,-59.4307,77.0,74,99,12.55,moderate rain
374,Fortuna,US,2021-04-23 20:52:54,40.5982,-124.1573,61.0,76,1,12.66,clear sky
375,Erzin,TR,2021-04-23 20:52:54,36.9559,36.2,66.99,81,94,3.6,overcast clouds
376,Clyde River,CA,2021-04-23 20:51:51,70.4692,-68.5914,19.4,100,90,6.91,mist
377,Yulara,AU,2021-04-23 20:52:55,-25.2406,130.9889,53.6,62,0,8.05,clear sky
378,Nioro,GM,2021-04-23 20:52:55,13.35,-15.75,81.14,41,3,12.77,clear sky
379,Balikpapan,ID,2021-04-23 20:50:54,-1.2675,116.8289,76.44,87,96,7.67,overcast clouds
380,Rutul,RU,2021-04-23 20:52:56,41.5357,47.4239,59.0,82,20,16.11,few clouds
381,Guerrero Negro,MX,2021-04-23 20:51:35,27.9769,-114.0611,65.3,58,17,20.85,few clouds
382,Ulladulla,AU,2021-04-23 20:52:56,-35.35,150.4667,51.01,76,26,10.36,scattered clouds
383,Chumikan,RU,2021-04-23 20:52:56,54.7183,135.315,29.7,83,36,15.84,scattered clouds
384,Zaranj,AF,2021-04-23 20:52:57,30.9667,61.8833,77.0,6,0,9.22,clear sky
385,Paamiut,GL,2021-04-23 20:52:57,61.994,-49.6678,33.44,77,1,2.06,clear sky
386,Cermik,TR,2021-04-23 20:52:57,38.1361,39.4493,50.0,50,0,6.91,clear sky
387,Key West,US,2021-04-23 20:49:08,24.5557,-81.7826,82.99,74,20,16.11,few clouds
388,Bathsheba,BB,2021-04-23 20:52:58,13.2167,-59.5167,84.2,54,40,18.41,scattered clouds
389,Vallenar,CL,2021-04-23 20:52:58,-28.5708,-70.7581,68.16,48,100,8.16,overcast clouds
390,Pandoh,IN,2021-04-23 20:52:58,31.6833,77.05,51.66,71,43,7.96,scattered clouds
391,Willowmore,ZA,2021-04-23 20:52:59,-33.2926,23.4895,64.06,52,2,5.86,clear sky
392,Torbat-E Jam,IR,2021-04-23 20:52:59,35.244,60.6225,66.47,11,57,10.92,broken clouds
393,Ahuimanu,US,2021-04-23 20:52:59,21.4447,-157.8378,82.4,65,75,9.22,broken clouds
394,Lososina,RU,2021-04-23 20:53:00,48.9975,140.3106,34.36,93,100,12.19,snow
395,Coihaique,CL,2021-04-23 20:53:00,-45.5752,-72.0662,51.8,62,40,6.91,scattered clouds
396,Maraa,BR,2021-04-23 20:53:00,-1.8333,-65.3667,82.31,85,70,2.01,broken clouds
397,Quatre Cocos,MU,2021-04-23 20:53:01,-20.2078,57.7625,78.8,78,75,10.36,light rain
398,Bonthe,SL,2021-04-23 20:53:01,7.5264,-12.505,79.56,84,95,4.74,overcast clouds
399,Ziway,ET,2021-04-23 20:53:01,7.9333,38.7167,71.04,64,100,6.2,light rain
400,Raudeberg,NO,2021-04-23 20:53:02,61.9875,5.1352,35.01,85,67,13.31,broken clouds
401,Anton Lizardo,MX,2021-04-23 20:53:02,19.05,-95.9833,89.6,58,20,10.36,few clouds
402,Talnakh,RU,2021-04-23 20:52:47,69.4865,88.3972,31.51,97,100,10.27,snow
403,Lima,PE,2021-04-23 20:50:05,-12.0432,-77.0282,70.0,77,40,9.22,scattered clouds
404,Hualmay,PE,2021-04-23 20:53:03,-11.0964,-77.6139,70.39,79,36,8.7,scattered clouds
405,Seymchan,RU,2021-04-23 20:53:03,62.8833,152.4333,16.25,87,100,14.03,light snow
406,Bilibino,RU,2021-04-23 20:53:03,68.0546,166.4372,18.23,87,100,4.07,overcast clouds
407,Vanimo,PG,2021-04-23 20:53:04,-2.6741,141.3028,77.31,88,100,4.21,light rain
408,Nanortalik,GL,2021-04-23 20:53:04,60.1432,-45.2371,36.77,85,17,3.51,few clouds
409,Waingapu,ID,2021-04-23 20:53:04,-9.6567,120.2641,74.46,82,1,6.06,clear sky
410,Hovd,MN,2021-04-23 20:53:05,48.0056,91.6419,30.16,48,0,3.22,clear sky
411,Marrakesh,MA,2021-04-23 20:53:01,31.6315,-8.0083,71.6,43,40,10.36,scattered clouds
412,Bredy,RU,2021-04-23 20:53:05,52.4153,60.3411,45.55,66,100,14.67,overcast clouds
413,Luleburgaz,TR,2021-04-23 20:53:05,41.4039,27.3592,55.4,88,0,6.91,clear sky
414,Ayan,RU,2021-04-23 20:53:06,56.45,138.1667,24.15,79,97,6.17,overcast clouds
415,Tashtagol,RU,2021-04-23 20:53:06,52.7657,87.8894,23.74,95,39,1.32,scattered clouds
416,Alice Springs,AU,2021-04-23 20:49:53,-23.7,133.8833,44.6,76,0,3.44,clear sky
417,Narasannapeta,IN,2021-04-23 20:53:06,18.4167,84.05,79.41,84,98,2.62,overcast clouds
418,Ewa Beach,US,2021-04-23 20:53:07,21.3156,-158.0072,82.4,47,75,10.36,broken clouds
419,Palasa,IN,2021-04-23 20:53:07,18.7667,84.4167,78.89,87,70,5.39,broken clouds
420,Straumen,NO,2021-04-23 20:53:08,63.8709,11.2999,37.0,80,40,8.05,light snow
421,Tanete,ID,2021-04-23 20:53:08,-3.9443,119.7848,73.63,96,99,2.17,overcast clouds
422,Mnogovershinnyy,RU,2021-04-23 20:53:08,53.9353,139.9242,22.42,85,5,4.18,clear sky
423,Kuandian,CN,2021-04-23 20:53:09,40.7286,124.7847,49.48,84,100,4.27,overcast clouds
424,Makakilo City,US,2021-04-23 20:53:09,21.3469,-158.0858,82.4,47,75,10.36,broken clouds
425,Seoul,KR,2021-04-23 20:48:19,37.5683,126.9778,60.8,36,0,8.05,clear sky
426,Savonlinna,FI,2021-04-23 20:53:09,61.8699,28.88,35.6,93,75,8.05,broken clouds
427,Lamu,KE,2021-04-23 20:53:10,-2.2717,40.902,80.33,80,85,10.38,overcast clouds
428,Jamame,SO,2021-04-23 20:53:10,0.0722,42.7506,80.37,80,96,8.32,light rain
429,Pavlivka,UA,2021-04-23 20:53:10,49.4414,28.4596,38.07,74,67,7.7,broken clouds
430,Asau,RO,2021-04-23 20:53:11,46.4333,26.4,37.0,66,42,3.0,scattered clouds
431,Lensk,RU,2021-04-23 20:53:11,60.7253,114.9278,31.73,91,99,11.95,overcast clouds
432,Salinas,US,2021-04-23 20:51:02,36.6777,-121.6555,62.6,55,90,9.22,overcast clouds
433,Impfondo,CG,2021-04-23 20:53:12,1.6381,18.0667,71.31,97,100,2.06,overcast clouds
434,Porkhov,RU,2021-04-23 20:53:12,57.765,29.5561,37.4,93,75,8.95,broken clouds
435,Port Hedland,AU,2021-04-23 20:53:12,-20.3167,118.5667,69.8,37,0,8.05,clear sky
436,Puerto Madryn,AR,2021-04-23 20:53:12,-42.7692,-65.0385,61.52,45,2,18.57,clear sky
437,Upington,ZA,2021-04-23 20:53:13,-28.4478,21.2561,69.8,24,0,6.91,clear sky
438,Villaviciosa,ES,2021-04-23 20:53:13,43.4813,-5.4357,64.99,56,57,5.41,broken clouds
439,Fountain Hills,US,2021-04-23 20:53:13,33.6117,-111.7174,82.0,25,1,10.85,clear sky
440,Aripuana,BR,2021-04-23 20:53:14,-9.1667,-60.6333,78.66,92,95,1.05,overcast clouds
441,Jiwani,PK,2021-04-23 20:53:14,25.05,61.7417,81.79,76,78,13.89,broken clouds
442,Portland,US,2021-04-23 20:50:00,45.5234,-122.6762,61.0,47,90,6.91,overcast clouds
443,Mackay,AU,2021-04-23 20:53:14,-21.15,149.2,68.0,88,90,10.36,overcast clouds
444,Lazaro Cardenas,MX,2021-04-23 20:53:15,17.9583,-102.2,85.5,45,97,11.61,overcast clouds
445,Thunder Bay,CA,2021-04-23 20:53:15,48.4001,-89.3168,59.0,50,75,20.71,broken clouds
446,Jaisalmer,IN,2021-04-23 20:53:15,26.9147,70.9181,80.02,34,0,12.08,clear sky
447,Norsup,VU,2021-04-23 20:53:16,-16.0667,167.3833,82.92,76,55,9.48,broken clouds
448,Keti Bandar,PK,2021-04-23 20:53:16,24.1447,67.4497,81.1,78,0,12.75,clear sky
449,Baghmara,IN,2021-04-23 20:53:16,23.795,86.2085,80.64,17,3,1.92,clear sky
450,Khuzdar,PK,2021-04-23 20:53:17,27.7384,66.6434,71.89,32,0,3.49,clear sky
451,Ossora,RU,2021-04-23 20:53:17,59.2353,163.0719,31.8,93,100,5.55,overcast clouds
452,Turukhansk,RU,2021-04-23 20:53:17,65.8167,87.9833,23.49,91,41,12.08,scattered clouds
453,Cairns,AU,2021-04-23 20:51:57,-16.9167,145.7667,75.2,78,100,12.66,overcast clouds
454,Kokkola,FI,2021-04-23 20:53:18,63.8385,23.1307,34.0,100,90,8.05,light rain and snow
455,Nizwa,OM,2021-04-23 20:53:18,22.9333,57.5333,79.84,19,2,3.0,clear sky
456,Kargopol,RU,2021-04-23 20:53:19,61.5071,38.9456,46.15,90,100,8.3,overcast clouds
457,Taltal,CL,2021-04-23 20:53:19,-25.4,-70.4833,64.44,73,13,5.03,few clouds
458,Namatanai,PG,2021-04-23 20:53:19,-3.6667,152.4333,77.16,86,100,4.09,overcast clouds
459,Aklavik,CA,2021-04-23 20:53:19,68.2191,-135.0107,33.8,51,75,4.61,broken clouds
460,Grindavik,IS,2021-04-23 20:50:52,63.8424,-22.4338,46.4,87,90,19.57,overcast clouds
461,Baoqing,CN,2021-04-23 20:53:21,46.3317,132.2111,41.88,59,100,13.71,overcast clouds
462,Sechura,PE,2021-04-23 20:53:21,-5.5569,-80.8222,79.7,56,8,14.0,clear sky
463,Avera,US,2021-04-23 20:53:22,33.194,-82.5271,73.4,23,1,4.61,clear sky
464,Yinchuan,CN,2021-04-23 20:53:22,38.4681,106.2731,54.07,78,100,8.37,light rain
465,El Dorado,US,2021-04-23 20:53:22,38.7666,-120.5177,64.0,44,21,1.99,few clouds
466,Beira,MZ,2021-04-23 20:53:23,-19.8436,34.8389,73.4,83,20,5.84,few clouds
467,Ambon,ID,2021-04-23 20:53:23,-3.6954,128.1814,78.8,89,40,3.44,scattered clouds
468,Omboue,GA,2021-04-23 20:53:23,-1.5746,9.2618,78.21,89,92,5.86,overcast clouds
469,Biloela,AU,2021-04-23 20:53:24,-24.4167,150.5,58.62,41,68,7.23,broken clouds
470,Yambio,SS,2021-04-23 20:53:24,4.5721,28.3955,68.67,92,100,3.8,overcast clouds
471,Moyale,KE,2021-04-23 20:53:24,3.5167,39.0584,66.69,86,61,3.58,broken clouds
472,Manono,CD,2021-04-23 20:53:25,-7.3,27.4167,71.04,82,58,4.36,broken clouds
473,Deputatskiy,RU,2021-04-23 20:53:25,69.3,139.9,-1.19,92,28,3.51,scattered clouds
474,Balkanabat,TM,2021-04-23 20:53:25,39.5108,54.3671,64.47,55,62,6.51,broken clouds
475,Maumere,ID,2021-04-23 20:53:26,-8.6199,122.2111,79.32,79,28,5.61,scattered clouds
476,Sulechow,PL,2021-04-23 20:53:26,52.0836,15.6251,44.6,53,0,4.61,clear sky
477,Umm Lajj,SA,2021-04-23 20:53:26,25.0213,37.2685,84.54,42,4,5.26,clear sky
478,Honiara,SB,2021-04-23 20:53:27,-9.4333,159.95,79.79,83,46,1.72,scattered clouds
479,Buraydah,SA,2021-04-23 20:53:27,26.326,43.975,84.2,17,0,6.91,clear sky
480,Kattivakkam,IN,2021-04-23 20:53:27,13.2167,80.3167,84.2,79,40,4.61,scattered clouds
481,Bobcaygeon,CA,2021-04-23 20:53:28,44.5462,-78.542,62.6,31,20,17.27,few clouds
482,Beloha,MG,2021-04-23 20:53:28,-25.1667,45.05,70.81,77,27,8.88,scattered clouds
483,Gracac,HR,2021-04-23 20:53:28,44.3006,15.8547,57.2,30,0,9.22,clear sky
484,Rocha,UY,2021-04-23 20:53:29,-34.4833,-54.3333,66.52,83,1,9.73,clear sky
485,Srednekolymsk,RU,2021-04-23 20:53:29,67.45,153.6833,9.63,94,100,17.02,light snow
486,San Quintin,MX,2021-04-23 20:53:29,30.4833,-115.95,63.48,64,15,18.25,few clouds
487,Antsohihy,MG,2021-04-23 20:53:30,-14.8796,47.9875,72.79,92,96,3.62,overcast clouds
488,Muhos,FI,2021-04-23 20:53:30,64.808,25.9931,35.6,93,90,9.22,overcast clouds
489,Chardara,KZ,2021-04-23 20:53:30,41.2547,67.9692,56.12,50,76,7.23,broken clouds
490,Canavieiras,BR,2021-04-23 20:53:31,-15.675,-38.9472,76.86,80,38,5.32,scattered clouds
491,Sao Joao Da Barra,BR,2021-04-23 20:53:31,-21.6403,-41.0511,78.8,57,0,9.22,clear sky
492,Strezhevoy,RU,2021-04-23 20:53:31,60.7333,77.5889,35.6,51,0,8.95,clear sky
493,Sadovoye,RU,2021-04-23 20:53:32,47.7764,44.5089,51.31,74,41,8.81,scattered clouds
494,Sagana,KE,2021-04-23 20:53:32,-0.6667,37.2,64.27,92,94,1.77,light rain
495,Plotnikovo,RU,2021-04-23 20:53:32,55.0247,85.9436,33.8,34,0,8.95,clear sky
496,Novyy Urgal,RU,2021-04-23 20:53:33,51.0736,132.5642,28.56,60,0,4.05,clear sky
497,Katangli,RU,2021-04-23 20:53:33,51.7102,143.2326,29.39,96,100,10.22,snow
498,Matadi,CD,2021-04-23 20:53:33,-5.8167,13.45,76.08,95,99,1.72,overcast clouds
499,Whitehorse,CA,2021-04-23 20:49:51,60.7161,-135.0538,45.0,31,1,9.22,clear sky
500,Kavaratti,IN,2021-04-23 20:53:34,10.5669,72.642,83.44,73,14,8.16,few clouds
501,Itoman,JP,2021-04-23 20:53:34,26.1247,127.6694,68.0,83,75,16.11,broken clouds
502,Lorengau,PG,2021-04-23 20:53:34,-2.0226,147.2712,79.88,77,93,3.85,overcast clouds
503,Rundu,NA,2021-04-23 20:53:35,-17.9333,19.7667,64.42,39,24,6.73,few clouds
504,Nuuk,GL,2021-04-23 20:53:35,64.1835,-51.7216,32.0,86,90,2.3,overcast clouds
505,Khandyga,RU,2021-04-23 20:53:35,62.6667,135.6,8.04,88,88,3.51,overcast clouds
506,Salekhard,RU,2021-04-23 20:53:36,66.53,66.6019,29.08,96,76,6.58,broken clouds
507,Kimbe,PG,2021-04-23 20:53:36,-5.5502,150.1429,76.28,91,100,2.86,overcast clouds
508,Polyarnyy,RU,2021-04-23 20:53:36,69.1989,33.4478,32.0,74,75,6.71,light snow
509,Havoysund,NO,2021-04-23 20:53:37,70.9963,24.6622,33.8,80,75,13.8,light snow
510,San Clemente,US,2021-04-23 20:53:37,33.427,-117.612,63.0,79,31,1.99,scattered clouds
511,Sao Filipe,CV,2021-04-23 20:53:37,14.8961,-24.4956,72.34,73,47,10.07,scattered clouds
512,Ahipara,NZ,2021-04-23 20:51:51,-35.1667,173.1667,63.43,74,54,9.44,broken clouds
513,Resistencia,AR,2021-04-23 20:50:47,-27.4606,-58.9839,82.4,65,0,4.61,clear sky
514,Erbaa,TR,2021-04-23 20:53:38,40.6689,36.5675,53.6,87,0,10.36,clear sky
515,Ereymentau,KZ,2021-04-23 20:53:38,51.6199,73.1033,32.25,51,58,7.05,broken clouds
516,Roswell,US,2021-04-23 20:53:39,34.0232,-84.3616,69.01,32,1,3.44,clear sky
517,Ust-Kuyga,RU,2021-04-23 20:53:39,70.0167,135.6,0.21,99,100,4.36,overcast clouds
518,Manica,FR,2021-04-23 20:53:39,49.0,-1.1667,57.2,41,0,11.5,clear sky
519,Kanye,BW,2021-04-23 20:53:40,-24.9667,25.3327,61.29,31,1,6.46,clear sky
520,Nishihara,JP,2021-04-23 20:53:40,26.1842,127.7558,68.0,94,90,16.11,mist
521,Iskar,BG,2021-04-23 20:53:40,43.45,24.2667,51.8,62,75,9.22,broken clouds
522,Springdale,US,2021-04-23 20:53:40,36.1867,-94.1288,66.2,72,75,6.91,broken clouds
523,Shitanjing,CN,2021-04-23 20:53:41,39.2342,106.3439,50.18,91,100,13.2,moderate rain
524,Bongandanga,CD,2021-04-23 20:53:41,1.5,21.05,70.12,99,100,2.82,overcast clouds
