City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kimberley,ZA,2021-04-19 20:51:52,-28.7323,24.7623,59.0,47,0,5.75
294,Cayenne,GF,2021-04-19 20:51:52,4.9333,-52.3333,77.0,88,90,9.22
295,Wamba,NG,2021-04-19 20:51:52,8.9333,8.6,84.85,44,80,0.96
296,Rolla,US,2021-04-19 20:51:53,37.9514,-91.7713,70.0,34,1,10.36
297,Apollonia,GR,2021-04-19 20:51:53,36.9716,24.7231,60.8,72,0,12.66
298,Adrar,MR,2021-04-19 20:51:54,20.5022,-10.0711,83.46,7,2,4.81
299,Maragogi,BR,2021-04-19 20:48:41,-9.0122,-35.2225,78.6,81,88,6.78
300,Fort Dix,US,2021-04-19 20:51:54,40.0298,-74.6185,64.0,51,75,9.22
301,Kangaatsiaq,GL,2021-04-19 20:51:54,68.3065,-53.4641,19.8,70,96,10.69
302,Kamaishi,JP,2021-04-19 20:51:55,39.2667,141.8833,49.23,78,4,9.26
303,Hofn,IS,2021-04-19 20:51:55,64.2539,-15.2082,39.79,58,11,6.29
304,Filadelfia,US,2021-04-19 20:47:52,39.9523,-75.1638,64.0,44,90,11.5
305,Taoudenni,ML,2021-04-19 20:49:32,22.6783,-3.9836,85.06,10,0,9.91
306,Sibu,MY,2021-04-19 20:51:56,2.3,111.8167,73.4,100,40,2.3
307,Iracoubo,GF,2021-04-19 20:51:56,5.4802,-53.2011,77.68,83,80,9.78
308,Ust-Barguzin,RU,2021-04-19 20:51:57,53.45,108.9833,21.15,89,28,1.9
309,Isla Mujeres,MX,2021-04-19 20:49:31,21.2311,-86.731,82.4,83,75,11.5
310,Lithakia,GR,2021-04-19 20:51:58,37.7167,20.8333,55.4,71,40,4.61
311,Vila Franca Do Campo,PT,2021-04-19 20:51:58,37.7167,-25.4333,62.6,88,40,5.75
312,Wewak,PG,2021-04-19 20:51:58,-3.5534,143.6268,77.52,78,61,4.34
313,Oda,JP,2021-04-19 20:51:59,35.1833,132.5,50.99,52,0,8.39
314,Hami,CN,2021-04-19 20:51:59,42.8,93.45,61.45,19,100,7.52
315,Buchanan,LR,2021-04-19 20:49:01,5.8808,-10.0467,78.8,94,75,6.51
316,Wuzhou,CN,2021-04-19 20:52:00,23.4833,111.3167,64.89,97,98,4.94
317,Tezu,IN,2021-04-19 20:52:00,27.9167,96.1667,69.58,52,89,2.86
318,Bourail,NC,2021-04-19 20:52:01,-21.5667,165.4833,76.42,87,56,5.35
319,Yarmouth,US,2021-04-19 20:50:42,41.7057,-70.2286,60.01,55,1,12.66
320,Novo Aripuana,BR,2021-04-19 20:52:02,-5.1206,-60.3797,77.63,94,81,1.19
321,Sesheke,ZM,2021-04-19 20:52:02,-17.4759,24.2968,61.68,63,65,3.36
322,Natal,BR,2021-04-19 20:49:49,-5.795,-35.2094,82.4,69,0,10.36
323,Korla,CN,2021-04-19 20:52:03,41.7597,86.1469,62.6,38,100,5.14
324,Serafimovskiy,RU,2021-04-19 20:52:03,54.4241,53.7964,31.69,53,4,9.35
325,Flinders,AU,2021-04-19 20:47:10,-34.5833,150.8552,51.01,80,0,1.01
326,Avera,US,2021-04-19 20:47:36,33.194,-82.5271,75.2,29,1,11.5
327,Dhidhdhoo,MV,2021-04-19 20:52:04,6.8833,73.1,83.55,72,15,5.82
328,Xapuri,BR,2021-04-19 20:52:04,-10.6517,-68.5044,84.2,79,75,6.91
329,Sur,OM,2021-04-19 20:52:05,22.5667,59.5289,80.35,56,77,6.13
330,Kismayo,SO,2021-04-19 20:52:05,-0.3582,42.5454,80.78,80,96,10.87
331,Dawlatabad,AF,2021-04-19 20:52:06,36.4141,64.9053,67.35,31,47,3.4
332,West Bay,KY,2021-04-19 20:50:44,19.3667,-81.4167,86.0,66,40,13.8
333,Viisoara,RO,2021-04-19 20:52:06,46.55,23.9167,46.0,87,90,5.75
334,Peniche,PT,2021-04-19 20:50:32,39.3558,-9.3811,62.01,86,5,5.99
335,Ribnitz-Damgarten,DE,2021-04-19 20:52:07,54.25,12.4667,44.6,76,0,5.75
336,Nkhata Bay,MW,2021-04-19 20:52:07,-11.6066,34.2907,68.81,86,100,4.74
337,Astoria,US,2021-04-19 20:52:08,46.1879,-123.8313,61.0,71,1,5.75
338,Chardara,KZ,2021-04-19 20:52:08,41.2547,67.9692,67.06,37,100,2.51
339,Zhigalovo,RU,2021-04-19 20:52:08,54.8097,105.1578,23.25,81,100,8.88
340,Orlik,RU,2021-04-19 20:52:09,52.5178,99.825,26.98,80,42,3.04
341,Tilichiki,RU,2021-04-19 20:52:09,60.4667,166.1,24.98,93,83,4.74
342,Kashi,CN,2021-04-19 20:49:43,39.4547,75.9797,57.2,21,0,8.95
343,Leningradskiy,RU,2021-04-19 20:52:10,69.3833,178.4167,18.7,79,3,2.44
344,Chongwe,ZM,2021-04-19 20:52:10,-15.3292,28.682,55.49,91,66,2.98
345,Port Lincoln,AU,2021-04-19 20:52:10,-34.7333,135.8667,60.39,83,8,15.57
346,Bambous Virieux,MU,2021-04-19 20:52:11,-20.3428,57.7575,77.0,94,75,9.64
347,Kuching,MY,2021-04-19 20:52:11,1.55,110.3333,73.4,100,40,2.3
348,Carbonia,IT,2021-04-19 20:52:12,39.1672,8.5222,52.0,87,20,5.75
349,Madimba,TZ,2021-04-19 20:52:12,-10.4,40.3333,75.94,86,98,12.35
350,Gigmoto,PH,2021-04-19 20:52:13,13.7796,124.39,78.08,91,100,30.29
351,Istmina,CO,2021-04-19 20:52:13,5.1605,-76.684,81.19,85,99,2.59
352,Andenes,NO,2021-04-19 20:52:13,69.3143,16.1194,44.6,65,75,11.5
353,Loandjili,CG,2021-04-19 20:52:14,-4.7561,11.8578,75.22,91,100,10.45
354,Kropotkin,RU,2021-04-19 20:52:14,45.4375,40.5756,55.0,95,100,5.75
355,Baiyin,CN,2021-04-19 20:52:14,36.5583,104.2081,46.4,39,0,2.24
356,Yerbogachen,RU,2021-04-19 20:52:15,61.2767,108.0108,21.85,67,100,16.84
357,Rengasdengklok,ID,2021-04-19 20:52:15,-6.1592,107.2981,78.01,82,81,3.65
358,Nerja,ES,2021-04-19 20:52:15,36.7585,-3.8873,60.01,82,52,4.16
359,Kloulklubed,PW,2021-04-19 20:52:17,7.0419,134.2556,77.0,94,75,6.67
360,Viedma,AR,2021-04-19 20:52:17,-40.8135,-62.9967,81.16,47,27,20.54
361,College,US,2021-04-19 20:52:18,64.8569,-147.8028,50.0,37,1,0.94
362,Port Augusta,AU,2021-04-19 20:49:50,-32.5,137.7667,50.0,71,90,9.22
363,Sorong,ID,2021-04-19 20:50:52,-0.8833,131.25,78.51,82,88,5.44
364,Camacha,PT,2021-04-19 20:52:18,33.0833,-16.3333,66.2,82,40,8.05
365,Cidreira,BR,2021-04-19 20:52:19,-30.1811,-50.2056,69.69,74,61,11.81
366,Mitsamiouli,KM,2021-04-19 20:52:19,-11.3847,43.2844,79.97,78,19,8.05
367,Tawang,IN,2021-04-19 20:52:20,27.5833,91.8667,41.11,88,95,1.9
368,Roald,NO,2021-04-19 20:52:20,62.5833,6.1333,44.01,81,0,2.3
369,Raudeberg,NO,2021-04-19 20:52:21,61.9875,5.1352,51.8,58,0,13.8
370,Carmo Do Rio Claro,BR,2021-04-19 20:52:21,-20.9719,-46.1189,65.8,80,10,5.61
371,Chanika,TZ,2021-04-19 20:52:22,-5.4167,38.0167,65.82,96,100,1.41
372,North Platte,US,2021-04-19 20:48:03,41.1239,-100.7654,35.6,75,90,14.97
373,Guarapari,BR,2021-04-19 20:51:15,-20.6667,-40.4975,77.0,88,75,8.05
374,Vostok,RU,2021-04-19 20:52:22,46.4856,135.8833,25.54,60,67,14.07
375,Kahului,US,2021-04-19 20:50:10,20.8947,-156.47,80.6,69,20,5.75
376,Tessalit,ML,2021-04-19 20:52:23,20.1986,1.0114,85.19,8,40,9.15
377,Rumoi,JP,2021-04-19 20:48:07,43.9344,141.6428,43.02,79,8,7.81
378,Broadford,AU,2021-04-19 20:52:23,-37.2,145.0667,55.0,68,98,8.99
379,Lorengau,PG,2021-04-19 20:52:24,-2.0226,147.2712,81.81,76,97,7.23
380,Sumenep,ID,2021-04-19 20:52:24,-7.0167,113.8667,77.32,79,17,2.86
381,Aklavik,CA,2021-04-19 20:52:24,68.2191,-135.0107,44.6,42,83,3.44
382,Vadso,NO,2021-04-19 20:52:25,70.0744,29.7487,41.0,65,0,6.91
383,Huarmey,PE,2021-04-19 20:47:56,-10.0681,-78.1522,73.4,72,99,11.07
384,Calbuco,CL,2021-04-19 20:52:25,-41.768,-73.1273,52.3,94,100,8.25
385,Smolenka,RU,2021-04-19 20:52:26,52.1352,113.4974,30.2,31,62,4.47
386,Krasnyy Chikoy,RU,2021-04-19 20:52:26,50.3643,108.7512,36.34,65,69,3.87
387,Watertown,US,2021-04-19 20:50:30,42.3709,-71.1828,66.99,30,40,5.75
388,Saldanha,ZA,2021-04-19 20:52:27,-33.0117,17.9442,68.0,56,9,6.91
389,Coihaique,CL,2021-04-19 20:52:27,-45.5752,-72.0662,53.6,47,75,4.61
390,Vardo,NO,2021-04-19 20:52:27,70.3705,31.1107,41.0,52,0,18.41
391,Elk Plain,US,2021-04-19 20:52:28,47.0532,-122.3976,72.0,30,1,3.65
392,Poum,NC,2021-04-19 20:52:28,-20.2333,164.0167,78.71,81,12,15.5
393,Acapulco,MX,2021-04-19 20:52:28,16.8634,-99.8901,86.0,58,1,5.75
394,Naron,ES,2021-04-19 20:52:29,43.5167,-8.1528,55.99,82,20,2.3
395,Bereda,ES,2021-04-19 20:52:29,43.2686,-7.5406,51.01,70,99,5.99
396,Kangasala,FI,2021-04-19 20:52:25,61.4638,24.076,39.0,75,0,5.75
397,Waverly,US,2021-04-19 20:52:30,42.7392,-84.6208,44.6,76,90,19.57
398,Biltine,TD,2021-04-19 20:52:30,14.5333,20.9167,87.12,7,31,5.37
399,Notse,TG,2021-04-19 20:52:31,6.95,1.1667,79.97,73,78,5.77
400,Sisophon,KH,2021-04-19 20:52:31,13.5859,102.9737,78.46,81,52,2.44
401,Hualmay,PE,2021-04-19 20:48:24,-11.0964,-77.6139,72.46,73,74,10.85
402,Zabid,YE,2021-04-19 20:52:32,14.1951,43.3152,81.37,70,91,3.65
403,Varhaug,NO,2021-04-19 20:52:32,58.6147,5.6457,48.0,81,0,1.14
404,Kaka,TM,2021-04-19 20:52:32,37.3482,59.6143,69.71,31,7,9.84
405,Mantua,IT,2021-04-19 20:52:33,45.1667,10.7833,46.99,90,100,2.08
406,Makarov,RU,2021-04-19 20:52:33,48.6333,142.8,33.87,87,85,6.04
407,Odesskoye,RU,2021-04-19 20:52:33,54.2111,72.9651,23.0,48,6,6.89
408,Ciudad Bolivar,VE,2021-04-19 20:52:34,8.1222,-63.5497,89.44,38,100,15.82
409,Lunino,RU,2021-04-19 20:52:35,53.5918,45.2271,42.12,68,99,13.15
410,Gwadar,PK,2021-04-19 20:52:35,25.1216,62.3254,78.96,62,0,12.82
411,Ust-Omchug,RU,2021-04-19 20:50:41,61.15,149.6333,30.65,93,100,7.83
412,Lahaina,US,2021-04-19 20:49:50,20.8783,-156.6825,80.6,61,20,4.61
413,Dargaville,NZ,2021-04-19 20:52:36,-35.9333,173.8833,61.34,95,100,13.13
414,Wattwil,CH,2021-04-19 20:52:36,47.3023,9.0876,45.0,65,40,3.44
415,High Rock,BS,2021-04-19 20:52:36,26.6208,-78.2833,80.6,83,90,9.22
416,Aswan,EG,2021-04-19 20:52:37,24.0934,32.907,90.32,20,98,11.43
417,Marystown,CA,2021-04-19 20:48:48,47.1666,-55.1483,37.2,94,100,10.63
418,Murmino,RU,2021-04-19 20:52:37,54.6036,40.0544,42.01,50,99,12.44
419,Lahan,NP,2021-04-19 20:52:38,26.7296,86.4951,76.42,34,0,6.46
420,Sinnamary,GF,2021-04-19 20:52:38,5.3833,-52.95,77.61,85,82,9.37
421,Asfi,MA,2021-04-19 20:52:39,32.2994,-9.2372,63.39,79,0,17.02
422,Akureyri,IS,2021-04-19 20:52:39,65.6835,-18.0878,39.2,56,40,8.05
423,Tigil,RU,2021-04-19 20:52:39,57.8,158.6667,37.72,60,100,26.22
424,Aripuana,BR,2021-04-19 20:52:39,-9.1667,-60.6333,77.14,96,83,1.7
425,Baruun-Urt,MN,2021-04-19 20:52:40,46.6806,113.2792,38.08,30,0,2.73
426,Varkkallai,IN,2021-04-19 20:52:41,8.7341,76.7067,82.4,89,40,4.61
427,Bima,ID,2021-04-19 20:52:41,-8.4667,118.7167,72.43,90,73,4.5
428,Tangshan,CN,2021-04-19 20:49:17,39.6333,118.1833,62.56,41,100,4.83
429,Bara,NG,2021-04-19 20:52:41,10.3744,10.7288,88.16,23,81,5.5
430,Twin Falls,US,2021-04-19 20:52:42,42.3505,-114.6445,62.6,23,75,33.38
431,Dragor,DK,2021-04-19 20:52:42,55.5946,12.6664,51.01,70,0,1.14
432,Grindavik,IS,2021-04-19 20:48:03,63.8424,-22.4338,32.0,86,75,11.5
433,Tamworth,GB,2021-04-19 20:52:42,52.634,-1.6959,51.01,59,100,1.99
434,Bacalar,MX,2021-04-19 20:52:43,18.6667,-88.3833,91.4,55,40,9.22
435,Bathsheba,BB,2021-04-19 20:48:09,13.2167,-59.5167,82.4,54,20,21.85
436,Hobyo,SO,2021-04-19 20:52:43,5.3505,48.5268,83.5,73,54,9.75
437,Demerval Lobao,BR,2021-04-19 20:52:44,-5.3583,-42.6764,80.6,78,0,2.71
438,Cabanas,CU,2021-04-19 20:52:44,22.9758,-82.9219,87.8,58,75,13.8
439,Ivanava,BY,2021-04-19 20:52:44,52.1451,25.5365,42.55,82,48,6.8
440,Tonantins,BR,2021-04-19 20:52:45,-2.8731,-67.8022,73.27,99,100,2.48
441,Faanui,PF,2021-04-19 20:52:45,-16.4833,-151.75,82.71,70,11,12.93
442,Hyderabad,IN,2021-04-19 20:51:12,17.3753,78.4744,84.2,58,90,3.44
443,La Crosse,US,2021-04-19 20:49:12,43.8014,-91.2396,41.0,45,90,17.27
444,Kenai,US,2021-04-19 20:52:47,60.5544,-151.2583,48.2,49,1,9.22
445,Arinos,BR,2021-04-19 20:52:47,-15.9169,-46.1056,78.4,55,91,1.99
446,Muisne,EC,2021-04-19 20:52:48,0.6,-80.0333,82.4,78,75,9.22
447,Samoded,RU,2021-04-19 20:52:49,63.6083,40.5111,33.87,68,1,4.12
448,Codrington,AU,2021-04-19 20:52:49,-38.2667,141.9667,54.21,90,57,12.06
449,Egvekinot,RU,2021-04-19 20:52:49,66.3167,-179.1667,25.23,69,0,1.41
450,Burnie,AU,2021-04-19 20:52:49,-41.0667,145.9167,53.01,86,89,10.0
451,Nikita,UA,2021-04-19 20:52:50,44.5333,34.2333,50.0,76,99,5.86
452,Parakou,BJ,2021-04-19 20:52:50,9.3372,2.6303,82.44,58,92,6.64
453,Kendari,ID,2021-04-19 20:52:51,-3.945,122.4989,74.82,90,100,4.25
454,Hirara,JP,2021-04-19 20:52:51,24.8,125.2833,69.73,66,5,22.15
455,Svetlyy,RU,2021-04-19 20:52:51,54.675,20.1347,52.0,87,0,2.24
456,Catacamas,HN,2021-04-19 20:52:52,14.8,-85.9,87.8,51,75,7.96
457,Altamira,BR,2021-04-19 20:52:52,-3.2033,-52.2064,84.2,74,40,1.86
458,Bachaquero,VE,2021-04-19 20:52:53,9.9694,-71.1494,87.19,60,100,8.81
459,Gravdal,NO,2021-04-19 20:52:53,68.1214,13.5031,44.6,81,0,9.22
460,Neiafu,TO,2021-04-19 20:52:53,-18.65,-173.9833,82.4,65,20,9.22
461,Verkhoyansk,RU,2021-04-19 20:50:35,67.5447,133.385,12.72,91,100,3.71
462,Kaseda,JP,2021-04-19 20:52:54,31.4167,130.3167,54.45,68,0,6.6
463,Labuhan,ID,2021-04-19 20:52:54,-6.8844,112.2051,75.67,84,91,7.23
464,Araouane,ML,2021-04-19 20:52:54,18.9048,-3.5265,84.85,8,69,10.13
465,Freeport,US,2021-04-19 20:52:29,40.6576,-73.5832,60.01,54,1,12.66
466,Clyde River,CA,2021-04-19 20:52:55,70.4692,-68.5914,8.6,85,20,17.27
467,Gimli,CA,2021-04-19 20:52:55,50.6336,-96.9907,32.0,40,100,13.8
468,Port Hawkesbury,CA,2021-04-19 20:52:56,45.6169,-61.3485,41.0,93,90,17.27
469,Hovd,MN,2021-04-19 20:52:56,48.0056,91.6419,45.41,47,47,12.33
470,Young,UY,2021-04-19 20:52:56,-32.6833,-57.6333,67.59,68,0,8.97
471,Gorin,RU,2021-04-19 20:52:57,51.1983,136.6669,27.64,85,100,15.95
472,San Quintin,MX,2021-04-19 20:52:57,30.4833,-115.95,71.76,45,0,15.46
473,Mecca,SA,2021-04-19 20:49:35,21.4267,39.8261,86.34,36,6,3.2
474,Mattru,SL,2021-04-19 20:52:58,7.6244,-11.8332,80.37,78,73,4.45
475,Ambanja,MG,2021-04-19 20:52:58,-13.6833,48.45,73.53,92,70,4.43
476,Kalmunai,LK,2021-04-19 20:52:59,7.4167,81.8167,79.0,82,93,2.15
477,Dovbysh,UA,2021-04-19 20:52:59,50.3733,27.9874,41.23,86,53,5.46
478,Kasongo,CD,2021-04-19 20:52:59,-4.45,26.6667,69.85,96,100,4.03
479,Sao Jose Da Coroa Grande,BR,2021-04-19 20:52:12,-8.8978,-35.1478,78.98,80,90,7.0
480,Llanes,ES,2021-04-19 20:53:00,43.4198,-4.7549,55.0,72,64,3.91
481,San Ramon De La Nueva Oran,AR,2021-04-19 20:53:00,-23.1322,-64.326,81.0,77,96,0.85
482,Usevya,TZ,2021-04-19 20:53:01,-7.1,31.2333,64.62,93,100,3.94
483,Suntar,RU,2021-04-19 20:53:01,62.1444,117.6319,8.28,94,17,5.64
484,Luanda,AO,2021-04-19 20:52:00,-8.8368,13.2343,75.2,100,40,5.75
485,Santiago De Chuco,PE,2021-04-19 20:53:02,-8.15,-78.1833,54.79,85,95,3.33
486,Dehloran,IR,2021-04-19 20:53:02,32.6941,47.2679,86.32,18,37,5.06
487,Eydhafushi,MV,2021-04-19 20:53:03,5.1033,73.0708,82.8,65,52,2.89
488,Canhotinho,BR,2021-04-19 20:53:03,-8.8822,-36.1911,70.72,93,93,5.01
489,Lusaka,ZM,2021-04-19 20:50:15,-15.4067,28.2871,55.6,85,66,4.97
490,Aksu,CN,2021-04-19 20:53:03,41.1231,80.2644,55.92,58,92,2.46
491,Abu Zabad,SD,2021-04-19 20:53:04,12.35,29.25,87.67,10,36,8.57
492,Ossora,RU,2021-04-19 20:53:04,59.2353,163.0719,28.04,93,100,0.76
493,Aconibe,GQ,2021-04-19 20:53:05,1.2968,10.9369,70.7,98,100,1.28
494,Cockburn Town,TC,2021-04-19 20:53:05,21.4612,-71.1419,82.4,69,20,23.02
495,Valley City,US,2021-04-19 20:53:05,46.9233,-98.0032,35.6,32,90,19.57
496,Matagami,CA,2021-04-19 20:53:06,49.7502,-77.6328,55.4,30,75,9.22
497,Okitipupa,NG,2021-04-19 20:53:06,6.5047,4.7839,77.86,91,74,2.1
498,Karakulino,RU,2021-04-19 20:53:07,56.012,53.7067,31.39,53,0,8.12
499,Pyaozerskiy,RU,2021-04-19 20:53:07,65.8333,31.1667,33.73,95,22,4.85
500,Krasnoselkup,RU,2021-04-19 20:53:07,65.7,82.4667,-12.64,100,49,4.56
501,Mataram,ID,2021-04-19 20:53:08,-8.5833,116.1167,71.6,100,40,2.3
502,Hamilton,US,2021-04-19 20:49:22,39.1834,-84.5333,68.0,32,75,16.11
503,Vagay,RU,2021-04-19 20:53:08,57.9375,69.0217,20.05,59,9,2.17
504,Los Llanos De Aridane,ES,2021-04-19 20:53:09,28.6585,-17.9182,68.0,73,0,16.11
505,Baijiantan,CN,2021-04-19 20:52:09,45.6333,85.1833,55.56,57,52,5.61
506,Gashua,NG,2021-04-19 20:53:09,12.871,11.0482,88.74,8,94,1.79
507,Winchester,GB,2021-04-19 20:53:10,51.0651,-1.3187,50.0,53,30,3.44
508,Kelvington,CA,2021-04-19 20:53:10,52.1667,-103.5343,32.0,69,100,8.05
509,Puerto Suarez,BO,2021-04-19 20:53:11,-18.95,-57.8,93.2,52,40,9.22
510,Nioki,CD,2021-04-19 20:53:11,-2.7167,17.6833,73.26,91,100,1.54
511,Manta,EC,2021-04-19 20:53:12,-0.95,-80.7333,78.8,89,40,10.36
512,Goryachegorsk,RU,2021-04-19 20:53:12,55.4053,88.9154,8.29,86,95,7.09
513,Kieta,PG,2021-04-19 20:53:13,-6.2167,155.6333,80.83,79,85,2.73
514,Ladario,BR,2021-04-19 20:53:13,-19.0047,-57.6017,93.2,55,40,4.61
515,Winnemucca,US,2021-04-19 20:53:13,40.973,-117.7357,69.8,13,1,18.41
516,Lensk,RU,2021-04-19 20:53:14,60.7253,114.9278,19.76,73,100,13.35
517,Saryg-Sep,RU,2021-04-19 20:53:14,51.5,95.6,35.76,67,100,4.47
518,Monrovia,LR,2021-04-19 20:48:30,6.3005,-10.7969,78.8,94,75,8.3
519,Kruisfontein,ZA,2021-04-19 20:53:15,-34.0033,24.7314,60.01,87,100,3.0
520,Atotonilco El Alto,MX,2021-04-19 20:53:15,20.55,-102.5167,88.34,6,31,11.52
521,San Matias,BO,2021-04-19 20:53:15,-16.3667,-58.4,84.16,61,95,1.68
522,Jalu,LY,2021-04-19 20:53:16,29.0331,21.5482,69.69,26,76,23.29
523,Gberia Fotombu,SL,2021-04-19 20:53:16,9.8833,-11.1667,79.92,65,100,5.5
524,Lyubim,RU,2021-04-19 20:53:16,58.3625,40.6843,34.41,70,1,7.7
525,Pakxan,LA,2021-04-19 20:53:16,18.3778,103.6601,73.4,91,14,2.51
526,Auki,SB,2021-04-19 20:53:17,-8.7676,160.7034,80.74,84,69,3.94
527,Huilong,CN,2021-04-19 20:53:17,31.8111,121.655,55.99,83,1,13.42
528,Vallenar,CL,2021-04-19 20:53:17,-28.5708,-70.7581,77.36,34,0,9.35
529,Aranos,NA,2021-04-19 20:53:18,-24.1333,19.1167,67.82,28,0,9.6
530,Gairatganj,IN,2021-04-19 20:53:18,23.4202,78.2385,86.41,18,75,2.46
531,Halifax,CA,2021-04-19 20:48:42,44.6453,-63.5724,60.8,41,20,16.11
532,San Antonio Del Tequendama,CO,2021-04-19 20:53:19,4.6189,-74.3539,68.0,49,75,6.91
533,Piacabucu,BR,2021-04-19 20:53:19,-10.4056,-36.4344,78.94,80,84,8.75
534,Guerrero Negro,MX,2021-04-19 20:53:20,27.9769,-114.0611,80.19,25,0,16.11
535,Sao Felix Do Xingu,BR,2021-04-19 20:48:26,-6.6447,-51.995,75.52,95,68,0.87
536,Warri,NG,2021-04-19 20:53:20,5.5167,5.75,78.58,87,100,3.58
537,Marquette,US,2021-04-19 20:53:04,46.5333,-87.6335,30.99,69,100,17.05
538,Suihua,CN,2021-04-19 20:53:20,46.6406,126.9969,33.93,41,0,6.87
539,San Joaquin,US,2021-04-19 20:53:21,37.9333,-121.3011,82.0,25,1,9.22
540,Pokhara,NP,2021-04-19 20:51:21,28.2333,83.9833,68.74,23,0,8.23
541,Yarada,IN,2021-04-19 20:53:22,17.65,83.2667,77.0,78,40,2.3
542,Walvis Bay,NA,2021-04-19 20:53:22,-22.9575,14.5053,77.0,59,3,1.01
543,Ostroleka,PL,2021-04-19 20:53:23,53.0862,21.5757,48.0,72,84,1.99
544,Kailua,US,2021-04-19 20:53:23,21.4022,-157.7394,82.0,54,20,7.16
545,Camana,PE,2021-04-19 20:53:23,-16.6228,-72.7111,70.79,78,15,5.39
546,Portland,US,2021-04-19 20:50:59,45.5234,-122.6762,73.0,26,75,20.71
547,Gelemso,ET,2021-04-19 20:53:24,8.8167,40.5167,61.81,78,88,5.17
548,Moindou,NC,2021-04-19 20:53:24,-21.6924,165.677,73.4,100,90,2.3
549,Shimoda,JP,2021-04-19 20:53:25,34.6667,138.95,55.96,59,0,3.53
550,Belaya Gora,RU,2021-04-19 20:53:25,68.5333,146.4167,17.2,92,100,9.66
551,Rorvik,NO,2021-04-19 20:53:25,64.8621,11.2373,41.0,75,0,4.61
552,Santa Ana,US,2021-04-19 20:53:26,33.7456,-117.8678,88.0,34,1,12.66
553,Lauenburg,DE,2021-04-19 20:53:26,53.372,10.5565,43.0,65,0,5.53
554,Barra Do Garcas,BR,2021-04-19 20:53:27,-15.89,-52.2567,77.0,78,40,2.3
555,Kaura Namoda,NG,2021-04-19 20:53:27,12.5898,6.5779,92.17,18,100,5.17
556,Newcastle,AU,2021-04-19 20:53:27,-32.9272,151.7765,57.0,100,0,6.91
557,Kabo,CF,2021-04-19 20:50:05,7.6994,18.629,83.34,46,100,4.41
558,Kununurra,AU,2021-04-19 20:53:28,-15.7667,128.7333,62.6,94,14,5.53
559,San Andres,CO,2021-04-19 20:48:42,12.5847,-81.7006,87.8,70,75,12.66
560,Hailey,US,2021-04-19 20:53:28,43.5196,-114.3153,53.6,32,75,10.36
561,Tommot,RU,2021-04-19 20:53:29,58.9564,126.2925,-1.91,99,76,1.32
562,Ilave,PE,2021-04-19 20:53:29,-16.0833,-69.6667,54.37,31,7,8.88
